id,lat,lon,name
9969322223,-9.509937,32.759708,Vyonga Health Post
9969322224,-11.512149,31.796713,Chakulwa Clinic
9969322226,-9.814228,33.167851,Chibule Heath Post
9969322227,-11.155453,30.821088,Kasesha Health Post
9969322229,-10.869215,31.957403,Muntuwenda Health Post
9969322230,-10.049197,32.243552,Clinic
9969322231,-11.62227,30.602447,Mapoma Rural Health Centre
9969322233,-12.140582,31.37572,Mupundu Clinic
9969322234,-10.866095,32.034987,Clinic
9969322236,-10.596,31.88418,NaN
9969322237,-11.411405,30.916635,Under Five Centre
9969322238,-12.539931,31.039074,NaN
9969322239,-11.804804,31.671228,Kaluba Health Post
9969322242,-10.742269,32.105372,Kalye Rural Clinic
9969322244,-9.745132,32.636391,Chapanya Health Post
9969322246,-10.303886,32.760947,Under 5 Centre
9969322248,-9.450261,32.588399,Waitwika Rural Health Centre
9969322250,-11.094038,33.150978,Kambwili Health Post
9969322251,-9.687728,32.707797,Kalungu Rural Health Centre
9969322254,-9.45695,32.882198,Kaombwe Health Post
9969322256,-10.17591,32.561193,Kafwimbi Rural Health Centre
9969322257,-11.122376,31.175613,Mansha Under 5 Health Post
9969322258,-10.6389355,33.4728292,Samusaluya Community Health Centre
9969322259,-10.90863,31.855334,Konja Rural Health Centre
9969322260,-11.6893167,32.7017333,Chigoma Rural Health Centre
9969322261,-11.844362,30.744171,Kaonda Rural Health Centre
9969322262,-12.800315,31.018252,NaN
9969322263,-12.027748,31.339551,Chilonga Mission Health Care
9969322264,-10.524849,31.71928,Mwika Rural Health Centre
9969322265,-10.167799,32.32798,Charles Health Post
9969322267,-12.606769,31.008012,Kalonje Pump Station Clinic
9969322268,-12.317802,31.721044,Kazembe Health Post
9969322269,-11.258255,31.717367,Lole Phc
9969322270,-11.775535,32.845524,Manga Mission Health Post
9969322272,-12.585909,30.939781,Mwenda Health Post
9969322273,-9.415824,32.740177,Iwula Health Post
9969322274,-10.640959,31.777058,Health Post
9969322276,-10.486609,33.444888,Temwani Health Post
9969322278,-11.244693,31.46152,Lukaka Rural Health Centre
9969322279,-10.3972535,32.7399865,Chinji Health Post
9969322280,-9.818571,32.755674,Sansamwenje Health Post
9969322282,-10.350149,33.292759,Chitapo Health Post
9969322283,-9.3287591,32.6877802,Mwenzo Rural Health Center
9969322285,-9.691184,33.144792,Nzoche Health Post
9969322286,-11.774068,30.835795,Kopa Rural Health Center
9969322289,-12.07298,32.888579,Community Health Post
9969322290,-11.083621,30.910953,Mulengasunkutu Rural Health Centre
9969322294,-10.628949,32.155358,Nambuluma Police Rural Health Centre
9969322296,-11.7078507,30.664698,Rural Health Center
9969322298,-11.906504,31.43657,Chibansa Rural Health Centre
9969322300,-11.520104,32.795747,Chimpamba Health Post
9969322301,-10.705314,32.109521,Chewe Rural Clinic
9969322303,-11.9648923,31.3302345,Mpika Rural Health Centre
9969322304,-10.841755,31.748271,Mungulube Healthy Post
9969322305,-10.188747,32.288224,Health Post
9969322306,-10.2114722,33.3017222,Itontela Health Post
9969322307,-9.57161,32.624995,Chilolwa Rural Health Centre
9969322309,-11.168976,32.922755,Rural Health Center
9969322310,-10.163864,32.795842,Nazareth Health Facility
9969322311,-11.515318,31.190798,Chikosa Rural Health Post
9969322312,-10.57722,33.44962,Muyombe Rural Health Centre
9969322316,-10.153807,33.048816,Muyeleka Health Post
9969322317,-11.443133,30.616597,Kabinga Rural Health Centre
9969322318,-10.42627,33.432321,Wenella Health Post
12296970264,-10.973631,29.694935,Shikamushile Rural Health Centre
12296977798,-10.941712,29.64412,Mwewa Health Post
12296983267,-10.905513,29.781368,Nambale Rural Health Centre
12296987258,-10.94076,29.547457,Miponda Rural Health Centre
12297027183,-10.745997,29.626705,Kasuba Rural Health Centre
12297042689,-10.821696,29.485972,Chimanda Rural Health Centre
12297045960,-10.7548414,29.7348408,Kasaba Hospital Affiliated Health Centre
12297054216,-10.859683,29.795387,Chikuwe Health Post
12297062523,-10.7928658,29.5883192,Sashi Health Post
12298453261,-10.4274537,29.3852361,Kansonta Health Post
12298503463,-10.4089164,29.2994098,Mimbulu Health Post
12298737279,-10.5622,29.3134,Kaoma Makasa Rural Health Centre
12298743170,-10.2597,29.18525,Mukanga Health Post
12298744619,-10.4141742,28.9105458,Mukabi Health Post
12298746212,-10.2867656,29.383846,Kalundu Rural Health Centre
12298748803,-10.2987,28.91347,Musalango Health Post
12298748808,-9.6746442,29.6228753,Mambwe Health Post
12298760473,-10.47732,29.04798,Kamami Health Post
12298768815,-10.01342,29.898571,Chimpili Rural Health Centre
12298776358,-9.863731,29.54703,Chibote Rural Health Center
12299649011,-9.799634,29.226713,Shikalaba Health Post
12299649947,-9.796823,29.311141,Kabila Rural Health Center
12299663985,-9.815693,29.390685,Mushota Rural Health Centre
12299767378,-9.992027,29.117268,Muyembe Rural Health Center
12299789599,-9.735858,29.4038704,Buyaka Health Post
12299835173,-9.624743,29.455877,Chitotela Health Post
12301300750,-9.875373,29.091624,Zakeyo Health Post
12301311417,-9.8042323,29.0510507,Munkanta Rural Health Center
12301318236,-9.744996,29.276412,Kawambwa Tea Rural Health Centre
12301318383,-10.092697,29.642937,Kota Health Post
12301324531,-9.7775788,29.424681,Chama Rural Health Centre
12301333102,-9.716462,29.204975,Kapako Health Post
12301335253,-10.1942917,29.7075723,Musungu Rural Health Centre
12301346072,-9.909552,29.278863,Chitondo Rural Health Centre
12301703835,-9.815611,29.1270853,Lusambo Rural Health Centre
12301711785,-9.877165,29.367874,Ntembo Health Post
12301714645,-9.79327,29.076635,Kawambwa Hospital Affiliated Health Centre
12301752366,-9.827218,28.972955,Matende Health Post
12301757774,-11.0752833,28.9107167,Chisembe Health Post
12301798548,-9.7347462,29.0799464,Luatula Health Post
12301846215,-9.6127878,29.0062364,48 Marine (Kala) Camp Hospital
12301912026,-11.4117574,30.1430515,Kasoma Lunga Rural Health Centre
12307035592,-11.28791,29.56365,Kasanse Health Post
12307035597,-11.2210904,28.9693866,Mantumbusa Rural Health Center
12307064454,-11.4066655,29.0947231,Lukali Health Post
12307107757,-11.45562,28.43203,Mabo Health Post
12307158184,-11.30714,29.36527,Kafuula Health Post
12307158185,-11.2916,28.4977,Musesha Health Post
12307182044,-11.32242,29.5507,Sepe Health Post
12307187042,-11.2221,29.04947,Shoti Health Post
12307204543,-11.2686272,29.1082319,Chisongo Health Post
12307207767,-11.27701,29.28531,Lubende Rural Health Center
12307207790,-11.22514,28.5141,Chansa Health Post
12307221436,-11.2667,29.5236,Ndoba Rural Health Center
12307226434,-11.2057,29.1094,Monga Health Post
12307250052,-11.2514391,29.0053716,Mwela Health Post
12307269873,-11.18485,28.71671,Matelo Health Post
12308944225,-11.2075273,29.4585622,Moloshi Rural Health Centre
12309274663,-10.9434333,28.80915,ZNS Luamfumu Health Centre
12309275562,-10.864269,28.791791,NaN
12309279599,-11.16232,28.90287,Fiyongoli Health Post
12309304856,-11.1253869,28.886703,Kampalala Health Post
12309319019,-10.89635,29.0014667,Mano Rural Health Centre
12309337060,-10.6961,28.92482,Mutwewankoko Health Post
12309360098,-11.13135,29.202807,Lupende Health Post
12309364964,-11.1442983,28.951709,Mutiti Rural Health Centre
12309379788,-11.11448,29.04599,Chimfula Health Post
12309384750,-11.5064726,28.402067,Kalyongo Rural Health Centre
12309391510,-11.0712239,29.1566548,Kalaba Rural Health Centre
12309392611,-11.3784368,28.4609653,Matanda Rural Health Centre
12318181483,-9.5075727,29.9810152,Mole Health Post
12318942965,-11.47652,28.7928,Malamba Health Post
12320934691,-11.35456,29.48879,Musaila Rural Health Center
12320950092,-11.3819481,28.8705188,Matenda Health Post
12320952922,-11.4068388,28.8270163,Fimpulu Rural Health Center
12320976888,-11.2848329,28.8692908,Muwanguni Rural Health Center
12320980420,-11.34213,28.92452,Mikula Health Post
12321044601,-11.27841,28.9296,Tayali Health Post
12322985408,-11.464002,29.2718652,Nsonga Rural Health Centre
12325343171,-11.3617613,29.1247609,Mupofwe Health Post
12325347238,-11.34577,29.3088,Kapisha Health post
12325347788,-11.4041445,29.2776553,James Health Post
12325357518,-11.3056,29.10203,Mupita Health Post
12325360120,-11.32263,29.18279,Kansenga Rural Health Centre
12325360129,-11.23848,28.78011,Masaba Health Post
12325360406,-11.2719,29.20156,Kale Health Post
12325372416,-11.37983,29.38138,Mashimi Health Post
12325372762,-11.2054377,28.8825958,Buntungwa Urban Health Centre
12325372769,-11.4960698,29.4443108,Musaba Health Post
12325385321,-11.302279,29.4050173,Mibenge Rural Health Centre
12325388773,-11.22223,28.86435,Fibale Health Post
12325453362,-11.73295,29.1180167,Lwela Rural Health Centre
12330256694,-11.4418836,28.9980942,Kabange Rural Health Centre
12330343121,-11.5618214,29.1085749,Kuyafya Health Post
12330345580,-11.55589,29.16306,Mulumbi Rural Health Centre
12330359843,-12.3565212,29.281888,Shitambuli Health Post
12330363747,-12.3372225,29.1615722,Changwe Lungo Health Post
12336512797,-9.5144511,31.6481326,Kukunta Health Post
12347676443,-9.748323,28.7661394,Mukamba Rural Health Centre
12347677264,-9.8200461,28.761285,Kazembe Rural Health Centre
12347689822,-9.7881254,28.752467,Chipita Health Post
12347694246,-9.8965881,28.7376311,Katotoma Health Post
12347717270,-10.71139,28.80819,Zesco Musonda Rural Health Centre
12347719339,-9.8555526,28.7659289,Pembe Health Post
12347725251,-9.96227,28.73066,Salanga Rural Health Centre
12347725253,-10.846925,28.740641,Kanchinchi Health Post
12347730750,-10.7269333,29.5093833,Katuta Rural Health Centre
12347741870,-10.7182788,28.6712634,Chibondo Rural Health Centre
12347767606,-10.6337,28.69582,Kabila Health Post
12347772882,-10.4418046,28.654128,Kashiba Rural Health Centre
12347806870,-10.69241,28.7151,Mweshi Health Post
12351047822,-10.33712,28.67911,Kankomba Health Post
12351064082,-10.29352,28.7271712,Loto Health Post
12351349424,-10.05954,28.6731,Chanshi Health Post
12354719862,-9.433,28.7419167,Kambwali Rural Health Centre
12354719867,-9.1093832,28.946703,Kefulwa Health Post
12355081530,-9.77021,28.86173,Kabalenge Rural Health Centre
12355081533,-9.3339495,28.7799087,Shikapande Health Post
12355086175,-9.69129,28.75708,Toka Toka Health Post
12355745276,-9.4753988,28.8234215,Mantapala Health Post
12355784656,-9.5060807,28.881873,Mantapala Rural Health Centre
12356024233,-9.4570331,28.7484672,Mulwe Health Post
12356045811,-9.2415752,28.8073542,Kafutuma Rural Health Centre
12356058379,-9.5486234,28.736492,Chabilikila Rural Health Centre
12356070297,-9.5430852,28.7060867,Kapambwe Health Post
12356104872,-9.34557,28.74654,Nchelenge Rural Health Centre
12361662606,-12.1432002,29.5514775,Mulisha Health Post
12361663000,-11.4658,29.4809,Nkungu Health Post
12361867578,-11.344903,29.5452,Chundu Health Post
12361870125,-11.345098,29.53616,Makasa Health Post
12361871448,-11.3686,29.5526,Samfya stage 2 Urban Health Centre
12361889713,-11.5639002,29.7963904,Chinsanka Rural Health Centre
12361890109,-11.5198663,29.786057,Chimembe Rural Health Centre
12361903051,-11.9670811,29.5062334,Kasanka Rural Health Centre
12361923093,-11.4567,29.81842,Mpanta Rural Health Centre
